action,priority,surface,in_use,issue,key,file,current_en,suggested_en,new_en,current_fr,new_fr,current_de,new_de,current_es,new_es,current_ja,new_ja,current_zh-TW,new_zh-TW,current_zh-CN,new_zh-CN,current_pt,new_pt,current_nl,new_nl,current_sv,new_sv,current_it,new_it,current_uk,new_uk,current_ru,new_ru,current_ko,new_ko,current_tr,new_tr,notes
rewrite,P2,other,no,title-case,More Translation Tools,public/locales/{code}/translation.json,More Translation Tools,More translation tools,More translation tools,Plus d'outils de traduction,Plus d’outils de traduction,Weitere Übersetzungstools,Weitere Übersetzungstools,Más herramientas de traducción,Más herramientas de traducción,その他の翻訳ツール,その他の翻訳ツール,更多翻譯工具,更多翻譯工具,更多翻译工具,更多翻译工具,Mais ferramentas de tradução,Mais ferramentas de tradução,Meer vertaalhulpmiddelen,Meer vertaalhulpmiddelen,Fler översättningsverktyg,Fler översättningsverktyg,Altri strumenti di traduzione,Altri strumenti di traduzione,Більше інструментів перекладу,Більше інструментів перекладу,Дополнительные инструменты перевода,Дополнительные инструменты перевода,더 많은 번역 도구,더 많은 번역 도구,Daha Fazla Çeviri Aracı,Daha Fazla Çeviri Aracı,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,No Translation Credits Available,public/locales/{code}/translation.json,No Translation Credits Available,No translation credits available,No translation credits available,Pas de crédits de traduction disponibles,Aucun crédit de traduction disponible,Keine Übersetzungsguthaben verfügbar,Keine Übersetzungs-Credits verfügbar,No hay créditos de traducción disponibles,No hay créditos de traducción disponibles,無料クレジットがありません,利用可能な翻訳クレジットがありません,沒有可用的翻譯積分,沒有可用的翻譯積分,没有可用的翻译积分,没有可用的翻译积分,Nenhum crédito de tradução disponível,Nenhum crédito de tradução disponível,Geen vertaalcredits beschikbaar,Geen vertaalcredits beschikbaar,Inga gratis krediter tillgängliga,Inga gratis krediter tillgängliga,Nessun credito di traduzione disponibile,Nessun credito di traduzione disponibile,Немає доступних безкоштовних кредитів,Немає доступних безкоштовних кредитів,Нет бесплатных кредитов,Нет бесплатных кредитов,번역 크레딧이 없습니다,번역 크레딧이 없습니다,Çeviri kredisi mevcut değil,Çeviri kredisi mevcut değil,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,Not Found,public/locales/{code}/translation.json,Not Found,Not found,Not found,Introuvable,Introuvable,Nicht gefunden,Nicht gefunden,No encontrado,No encontrado,見つかりません,見つかりません,未找到,未找到,未找到,未找到,Não encontrado,Não encontrado,Niet gevonden,Niet gevonden,Hittades inte,Hittades inte,Non trovato,Non trovato,Не знайдено,Не знайдено,Не найдено,Не найдено,찾을 수 없음,찾을 수 없음,Bulunamadı,Bulunamadı,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,openai.ip,public/locales/{code}/translation.json,Input Prompt,Input prompt,Input prompt,Invite de saisie,Invite de saisie,Eingabe-Prompt,Eingabeaufforderung,Solicitud de entrada,Prompt de entrada,入力プロンプト,入力プロンプト,輸入提示,輸入提示,输入提示词,输入提示词,Prompt de entrada,Prompt de entrada,Invoerprompt,Invoerprompt,Inmatningsprompt,Inmatningsprompt,Richiesta di input,Richiesta di input,Введіть підказку,Введіть підказку,Запрос на ввод,Запрос на ввод,입력 프롬프트,입력 프롬프트,Giriş İstemi,Giriş İstemi,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,openai.pe,public/locales/{code}/translation.json,Please enter API Key,Please enter API key,Please enter API key,Veuillez saisir la clé API,Veuillez saisir la clé API,Bitte geben Sie den API-Schlüssel ein,Bitte API-Schlüssel eingeben,Por favor ingrese la clave API,Introduce la clave API,APIキーを入力してください,APIキーを入力してください,請輸入API金鑰,請輸入API金鑰,请输入 API Key,请输入 API Key,"Por favor, insira a chave da API","Por favor, insira a chave da API",Voer de API-sleutel in,Voer de API-sleutel in,Ange API-nyckeln,Ange API-nyckeln,Inserisci la chiave API,Inserisci la chiave API,Введіть API ключ,Введіть API ключ,"Пожалуйста, введите ключ API","Пожалуйста, введите ключ API",API 키를 입력하세요,API 키를 입력하세요,Lütfen API Anahtarını girin,Lütfen API Anahtarını girin,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,Permissions Needed for Multilingual Analytics,public/locales/{code}/translation.json,Permissions Needed for Multilingual Analytics,Permissions needed for multilingual analytics,Permissions needed for multilingual analytics,Autorisations requises pour les analyses multilingues,Autorisations nécessaires pour l’analyse multilingue,Für mehrsprachige Analysen erforderliche Berechtigungen,Für mehrsprachige Analysen benötigte Berechtigungen,Permisos necesarios para análisis multilingües,Permisos necesarios para el análisis multilingüe,多言語分析に必要な権限,多言語分析に必要な権限,多語言分析所需的權限,多語言分析所需的權限,多语言分析所需的权限,多语言分析所需的权限,Permissões necessárias para análises multilíngues,Permissões necessárias para análises multilíngues,Vereiste machtigingen voor meertalige analyses,Vereiste machtigingen voor meertalige analyses,Behörigheter som krävs för flerspråkig analys,Behörigheter som krävs för flerspråkig analys,Autorizzazioni necessarie per l'analisi multilingue,Autorizzazioni necessarie per l'analisi multilingue,"Дозволи, необхідні для багатомовної аналітики","Дозволи, необхідні для багатомовної аналітики","Разрешения, необходимые для многоязычной аналитики","Разрешения, необходимые для многоязычной аналитики",다국어 분석에 필요한 권한,다국어 분석에 필요한 권한,Çok Dilli Analizler İçin Gerekli İzinler,Çok Dilli Analizler İçin Gerekli İzinler,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,Permissions Required,public/locales/{code}/translation.json,Permissions Required,Permissions required,Permissions required,Autorisations requises,Autorisations requises,Erforderliche Berechtigungen,Erforderliche Berechtigungen,Permisos requeridos,Permisos requeridos,必要な権限,必要な権限,所需權限,所需權限,所需权限,所需权限,Permissões necessárias,Permissões necessárias,Vereiste toestemmingen,Vereiste toestemmingen,Behörigheter som krävs,Behörigheter som krävs,Autorizzazioni richieste,Autorizzazioni richieste,Необхідні дозволи,Необхідні дозволи,Требуются разрешения,Требуются разрешения,필요한 권한,필요한 권한,Gerekli İzinler,Gerekli İzinler,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,Pet Supplies,public/locales/{code}/translation.json,Pet Supplies,Pet supplies,Pet supplies,Articles pour animaux,Fournitures pour animaux,Haustierbedarf,Tierbedarf,Productos para mascotas,Suministros para mascotas,ペット用品,ペット用品,寵物用品,寵物用品,宠物用品,宠物用品,Produtos para animais de estimação,Produtos para animais de estimação,Huisdierbenodigdheden,Huisdierbenodigdheden,Djurtillbehör,Djurtillbehör,Prodotti per animali domestici,Prodotti per animali domestici,Товари для тварин,Товари для тварин,Для Животных,Для Животных,반려동물용품,반려동물용품,Evcil hayvan malzemeleri,Evcil hayvan malzemeleri,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,planCard.title,public/locales/{code}/translation.json,Committed to Your Success,Committed to your success,Committed to your success,Engagés pour votre réussite,Engagés pour votre réussite,Verpflichtet zu Ihrem Erfolg,Ihrem Erfolg verpflichtet,Comprometidos con su éxito,Comprometidos con tu éxito,お客様の成功にコミット,お客様の成功を支援します,致力於您的成功,致力於您的成功,为客户成功而开发,为客户成功而开发,Comprometidos com o seu sucesso,Comprometidos com o seu sucesso,Toegewijd aan uw succes,Toegewijd aan uw succes,Engagerade i din framgång,Engagerade i din framgång,Impegnati per il tuo successo,Impegnati per il tuo successo,Прагнемо до вашого успіху,Прагнемо до вашого успіху,Ориентация на клиентов,Ориентация на клиентов,귀하의 성공을 위해 최선을 다합니다,귀하의 성공을 위해 최선을 다합니다,Başarınıza bağlıyız,Başarınıza bağlıyız,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,planCardTableList1.title,public/locales/{code}/translation.json,Feature Requests,Feature requests,Feature requests,Demandes de fonctionnalités,Demandes de fonctionnalités,Funktionsanfragen,Funktionswünsche,Solicitudes de funciones,Solicitudes de funciones,機能リクエスト,機能リクエスト,功能請求,功能請求,请求功能,请求功能,Pedidos de funcionalidades,Pedidos de funcionalidades,Functieverzoeken,Functieverzoeken,Funktionsförfrågningar,Funktionsförfrågningar,Richieste di funzionalità,Richieste di funzionalità,Запити функцій,Запити функцій,Функциональность,Функциональность,기능 요청,기능 요청,Özellik talepleri,Özellik talepleri,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,planCardTableList3.title,public/locales/{code}/translation.json,Development Status,Development status,Development status,État du développement,État du développement,Entwicklungsstatus,Entwicklungsstatus,Estado de desarrollo,Estado de desarrollo,開発状況,開発状況,開發現況,開發現況,开发状态,开发状态,Estado de desenvolvimento,Estado de desenvolvimento,Ontwikkelingsstatus,Ontwikkelingsstatus,Utvecklingsstatus,Utvecklingsstatus,Stato di sviluppo,Stato di sviluppo,Статус розробки,Статус розробки,Статус разработки,Статус разработки,개발 현황,개발 현황,Geliştirme durumu,Geliştirme durumu,Not referenced by t() in app/; skip unless you still see it in UI
rewrite,P2,other,no,title-case,Premium Plan,public/locales/{code}/translation.json,Premium Plan →,Premium plan →,Premium plan →,Forfait Premium →,Forfait Premium →,Premium-Plan →,Premium-Tarif →,Plan Premium →,Plan Premium →,プレミアムプラン →,Premiumプラン →,高級計劃 →,高級計劃 →,高级计划 →,高级计划 →,Plano Premium →,Plano Premium →,Premium-abonnement →,Premium-abonnement →,Premiumplan →,Premiumplan →,Piano Premium →,Piano Premium →,Преміум-план →,Преміум-план →,Премиум-план →,Премиум-план →,프리미엄 플랜 →,프리미엄 플랜 →,Premium Paket →,Premium Paket →,Not referenced by t() in app/; skip unless you still see it in UI
